Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop,Crop_ID,Data_Type
19.77,47.18,28.56,22.99,51.21,6.35,505.68,Groundnut,GROUNDNUT,Synthetic_Augmentation
16.73,54.41,32.82,25.61,46.66,6.21,558.88,Groundnut,GROUNDNUT,Synthetic_Augmentation
40.52,28.22,55.53,31.3,47.99,5.71,469.2,Groundnut,GROUNDNUT,Synthetic_Augmentation
40.98,24.88,54.1,29.54,69.59,6.55,998.01,Groundnut,GROUNDNUT,Synthetic_Augmentation
12.21,36.05,32.96,31.49,62.31,7.11,502.2,Groundnut,GROUNDNUT,Synthetic_Augmentation
58.93,39.95,39.75,31.71,56.42,6.3,750.85,Groundnut,GROUNDNUT,Synthetic_Augmentation
16.4,32.84,27.73,23.03,70.98,6.68,615.2,Groundnut,GROUNDNUT,Synthetic_Augmentation
30.43,37.26,45.33,31.27,72.98,6.28,597.56,Groundnut,GROUNDNUT,Synthetic_Augmentation
32.55,42.72,38.47,28.59,61.63,6.14,607.44,Groundnut,GROUNDNUT,Synthetic_Augmentation
28.93,23.79,26.64,29.23,56.67,5.93,737.6,Groundnut,GROUNDNUT,Synthetic_Augmentation
47.78,30.3,53.07,31.28,62.92,6.84,431.55,Groundnut,GROUNDNUT,Synthetic_Augmentation
57.28,35.7,56.96,27.79,45.14,5.58,808.25,Groundnut,GROUNDNUT,Synthetic_Augmentation
38.13,21.06,49.74,30.52,59.89,6.43,403.28,Groundnut,GROUNDNUT,Synthetic_Augmentation
49.33,33.23,55.15,25.73,61.95,6.04,496.35,Groundnut,GROUNDNUT,Synthetic_Augmentation
48.75,39.86,41.46,31.65,73.91,7.21,512.57,Groundnut,GROUNDNUT,Synthetic_Augmentation
39.71,55.13,34.98,23.01,69.33,6.46,738.64,Groundnut,GROUNDNUT,Synthetic_Augmentation
59.11,44.29,37.0,25.7,57.53,5.74,876.85,Groundnut,GROUNDNUT,Synthetic_Augmentation
51.89,31.38,32.15,30.74,45.72,6.54,678.21,Groundnut,GROUNDNUT,Synthetic_Augmentation
44.51,26.54,46.73,25.77,63.56,5.58,677.04,Groundnut,GROUNDNUT,Synthetic_Augmentation
36.11,28.57,25.58,23.88,55.32,5.69,968.39,Groundnut,GROUNDNUT,Synthetic_Augmentation
30.25,52.36,58.98,22.81,64.55,7.24,780.54,Groundnut,GROUNDNUT,Synthetic_Augmentation
31.45,37.24,21.44,27.35,74.81,7.42,424.24,Groundnut,GROUNDNUT,Synthetic_Augmentation
45.29,32.07,56.12,22.45,73.08,7.17,470.5,Groundnut,GROUNDNUT,Synthetic_Augmentation
12.99,53.39,26.23,27.35,72.47,6.63,638.34,Groundnut,GROUNDNUT,Synthetic_Augmentation
71.0,54.0,16.0,22.61359953,63.69070564,5.749914421,87.75953857,Maize,MAIZE,Original
61.0,44.0,17.0,26.10018422,71.57476937,6.931756558,102.2662445,Maize,MAIZE,Original
80.0,43.0,16.0,23.55882094,71.59351368,6.657964753,66.71995467,Maize,MAIZE,Original
73.0,58.0,21.0,19.97215954,57.68272924,6.596060648,60.65171481,Maize,MAIZE,Original
61.0,38.0,20.0,18.47891261,62.69503871,5.970458434,65.43835393,Maize,MAIZE,Original
68.0,41.0,16.0,21.77689322,57.80840636,6.158830619,102.0861694,Maize,MAIZE,Original
93.0,41.0,17.0,25.6217169,66.50415474,6.047906679,105.4654703,Maize,MAIZE,Original
89.0,60.0,19.0,25.19192419,66.6902901,5.913664501,78.06639649,Maize,MAIZE,Original
76.0,44.0,17.0,20.41683147,62.5542482,5.855442401,65.27798457,Maize,MAIZE,Original
67.0,60.0,25.0,24.92162194,66.78627406,5.750254943,109.2162279,Maize,MAIZE,Original
70.0,44.0,19.0,23.31689124,73.4541537,5.852607099,94.29712821,Maize,MAIZE,Original
90.0,49.0,21.0,24.84016732,68.3584573,6.472523287,74.05474936,Maize,MAIZE,Original
62.0,52.0,16.0,22.27526694,58.84015925,6.967057762,63.87020584,Maize,MAIZE,Original
92.0,44.0,16.0,18.87751445,65.76816093,6.082973754,94.76189431,Maize,MAIZE,Original
66.0,54.0,21.0,25.19008683,60.2001687,5.919045532,72.12375573,Maize,MAIZE,Original
63.0,58.0,22.0,18.25405352,55.28220433,6.204747653,63.72358154,Maize,MAIZE,Original
70.0,47.0,17.0,24.6129118,70.4162444,6.600827017,104.1626147,Maize,MAIZE,Original
61.0,41.0,17.0,25.1420613,65.26185135,6.021902237,76.68456006,Maize,MAIZE,Original
66.0,53.0,19.0,23.09348056,60.1159381,6.033550195,65.49730729,Maize,MAIZE,Original
74.0,55.0,19.0,18.05033737,62.89366992,6.28886807,84.23613484,Maize,MAIZE,Original
77.0,57.0,21.0,24.9321581,73.80435276,6.550563823,79.74078719,Maize,MAIZE,Original
99.0,50.0,15.0,18.14710054,71.09445342,5.573286437,88.07753741,Maize,MAIZE,Original
74.0,56.0,22.0,18.28362235,66.65952796,6.829199275,80.97573281,Maize,MAIZE,Original
83.0,45.0,21.0,18.83344471,58.75082029,5.716222912,79.7532896,Maize,MAIZE,Original
100.0,48.0,16.0,25.71895816,67.22190688,5.54990242,74.51490791,Maize,MAIZE,Original
79.0,51.0,16.0,25.33797709,68.49835977,6.586244581,96.46380213,Maize,MAIZE,Original
94.0,39.0,18.0,23.89114571,57.48775781,5.893093135,102.8301942,Maize,MAIZE,Original
75.0,49.0,15.0,21.53574127,71.50905983,5.918263801,102.4852929,Maize,MAIZE,Original
78.0,48.0,22.0,23.08974909,63.10459626,5.588650585,70.43473609,Maize,MAIZE,Original
87.0,54.0,20.0,25.61707368,63.4711755,6.576418207,108.8303762,Maize,MAIZE,Original
87.0,35.0,25.0,21.44526922,63.1621551,6.178056304,65.88951188,Maize,MAIZE,Original
63.0,43.0,19.0,18.51816776,55.53128131,6.641906353,90.988051,Maize,MAIZE,Original
84.0,57.0,25.0,22.53510514,67.99257471,6.489040367,64.40866039,Maize,MAIZE,Original
64.0,35.0,23.0,23.02038334,61.89472002,5.680361038,63.03843397,Maize,MAIZE,Original
60.0,46.0,22.0,24.89364635,65.61418761,6.625404348,87.9298085,Maize,MAIZE,Original
98.0,44.0,21.0,25.77175115,74.089114,6.524478032,107.4931917,Maize,MAIZE,Original
75.0,56.0,18.0,19.39851734,62.35750641,5.696205468,60.95197486,Maize,MAIZE,Original
86.0,55.0,21.0,21.54156232,59.64024162,6.803931519,109.7515385,Maize,MAIZE,Original
98.0,35.0,18.0,23.79746068,74.82913698,6.252797548,91.76337172,Maize,MAIZE,Original
76.0,57.0,18.0,18.9802729,74.52600826,6.092725883,94.26249353,Maize,MAIZE,Original
99.0,56.0,17.0,24.10859207,73.13112261,6.234330356,71.07562236,Maize,MAIZE,Original
60.0,44.0,23.0,24.7947077,70.04556743,5.722579819,76.72860067,Maize,MAIZE,Original
74.0,48.0,17.0,21.63162756,60.27766379,6.430616465,69.21803098,Maize,MAIZE,Original
89.0,60.0,17.0,25.37548751,57.21025565,5.983952675,101.7004306,Maize,MAIZE,Original
69.0,51.0,23.0,22.21738222,72.85462807,6.80163854,106.6213157,Maize,MAIZE,Original
96.0,46.0,22.0,20.58314011,69.00128641,6.499936446,66.29390357,Maize,MAIZE,Original
61.0,60.0,15.0,24.87502824,68.74248334,6.265564338,91.26056654,Maize,MAIZE,Original
74.0,58.0,18.0,20.03728219,56.35606753,6.727303282,109.024141,Maize,MAIZE,Original
74.0,43.0,23.0,25.95263264,61.89082199,6.325235159,99.57981207,Maize,MAIZE,Original
63.0,43.0,17.0,19.28889933,65.47050802,6.807487794,71.3195307,Maize,MAIZE,Original
99.0,36.0,20.0,20.57981887,65.34583901,6.671085817,78.34604471,Maize,MAIZE,Original
77.0,36.0,23.0,24.71417533,56.73426469,6.648725327,88.45361858,Maize,MAIZE,Original
87.0,60.0,23.0,20.27317074,63.91281869,6.439071996,62.50351892,Maize,MAIZE,Original
60.0,38.0,17.0,18.41932981,64.23580251,6.474476516,76.41312437,Maize,MAIZE,Original
94.0,54.0,17.0,23.39128187,61.74427165,5.871647806,107.3198135,Maize,MAIZE,Original
95.0,38.0,22.0,19.84939404,61.24500053,5.730617109,100.7689246,Maize,MAIZE,Original
84.0,44.0,21.0,21.869274,61.91044947,5.850439831,107.2681929,Maize,MAIZE,Original
77.0,58.0,19.0,22.8056033,56.50768935,5.791649933,101.5952794,Maize,MAIZE,Original
66.0,44.0,20.0,19.0781471,69.02298571,6.740000688,80.72515943,Maize,MAIZE,Original
63.0,35.0,16.0,22.02720976,65.35549924,6.272417541,83.73280082,Maize,MAIZE,Original
79.0,45.0,20.0,23.80546189,59.24537979,5.715208817,89.9622014,Maize,MAIZE,Original
72.0,60.0,25.0,18.52510753,69.0276233,5.773454729,88.10234397,Maize,MAIZE,Original
67.0,51.0,24.0,23.50297882,61.32026065,5.584171461,64.77791424,Maize,MAIZE,Original
86.0,36.0,24.0,26.54986394,72.89187265,5.787268394,73.33636055,Maize,MAIZE,Original
76.0,48.0,18.0,19.29563411,69.63481219,5.77597783,83.21030571,Maize,MAIZE,Original
75.0,53.0,18.0,20.68899915,59.4375337,6.864793607,103.651438,Maize,MAIZE,Original
81.0,45.0,23.0,19.32666088,68.034493,6.192360003,84.22969177,Maize,MAIZE,Original
73.0,45.0,21.0,24.60532218,73.58868502,6.636803223,96.59195302,Maize,MAIZE,Original
71.0,35.0,24.0,22.27373646,59.52193158,5.826426917,67.96704792,Maize,MAIZE,Original
96.0,54.0,22.0,25.70196694,61.33450447,6.960358276,83.20711308,Maize,MAIZE,Original
99.0,39.0,18.0,19.20129357,68.30578978,6.11275104,87.85092352,Maize,MAIZE,Original
62.0,48.0,20.0,21.70181447,60.47470519,6.708446922,95.71388473,Maize,MAIZE,Original
86.0,37.0,16.0,20.51716779,59.21235483,5.561510732,67.61013737,Maize,MAIZE,Original
94.0,50.0,19.0,23.30355338,73.62548442,5.873242491,97.59081274,Maize,MAIZE,Original
76.0,39.0,24.0,24.2547451,55.64709899,6.995843776,64.23845455,Maize,MAIZE,Original
77.0,52.0,17.0,24.86374934,65.7420046,5.714799723,75.82270467,Maize,MAIZE,Original
74.0,39.0,23.0,22.6265115,65.77472881,6.78073637,88.17251033,Maize,MAIZE,Original
81.0,49.0,20.0,18.04185513,60.61494304,5.513697923,104.2321615,Maize,MAIZE,Original
63.0,42.0,21.0,23.26237612,72.33125523,5.798423908,67.10225139,Maize,MAIZE,Original
99.0,38.0,21.0,22.88330922,71.59722446,6.352471866,67.72777298,Maize,MAIZE,Original
90.0,52.0,25.0,25.97482359,69.36385721,6.822586546,103.2234212,Maize,MAIZE,Original
68.0,40.0,19.0,26.14384005,66.20569924,6.655426355,107.2361366,Maize,MAIZE,Original
60.0,57.0,24.0,18.66116213,61.55327249,6.121294041,75.03247667,Maize,MAIZE,Original
71.0,52.0,18.0,25.10787449,55.97732754,5.790770203,78.16077693,Maize,MAIZE,Original
61.0,59.0,17.0,23.33844615,59.24580604,6.47444292,105.0083144,Maize,MAIZE,Original
88.0,38.0,15.0,25.08239719,65.92195844,6.455116637,62.49190812,Maize,MAIZE,Original
65.0,60.0,22.0,25.36768364,72.52054555,6.606984086,107.9124111,Maize,MAIZE,Original
78.0,37.0,22.0,25.34217103,63.31801994,6.330554389,74.52082026,Maize,MAIZE,Original
78.0,58.0,15.0,25.00933355,67.816568,6.528631266,62.91359494,Maize,MAIZE,Original
92.0,60.0,23.0,18.66746724,71.516474,5.721667141,69.93293255,Maize,MAIZE,Original
79.0,59.0,17.0,20.37999665,63.73849998,6.644205485,108.5054416,Maize,MAIZE,Original
91.0,55.0,15.0,18.09300227,72.61024172,6.376651091,78.96159541,Maize,MAIZE,Original
76.0,51.0,18.0,26.16985907,71.96246617,6.247040422,79.84925393,Maize,MAIZE,Original
87.0,48.0,25.0,18.65396672,61.37879671,6.656730008,93.62039175,Maize,MAIZE,Original
71.0,60.0,22.0,26.07470121,59.37147589,6.2048017,85.75692395,Maize,MAIZE,Original
90.0,57.0,24.0,18.92851916,72.80086137,6.158860284,82.34162918,Maize,MAIZE,Original
67.0,35.0,22.0,23.30546753,63.24648023,6.385684214,108.7603001,Maize,MAIZE,Original
60.0,54.0,19.0,18.74826712,62.49878458,6.417820493,70.23401597,Maize,MAIZE,Original
83.0,58.0,23.0,19.74213321,59.66263104,6.381201909,65.50861389,Maize,MAIZE,Original
83.0,57.0,19.0,25.73044432,70.74739256,6.877869005,98.73771338,Maize,MAIZE,Original
119.88,54.62,44.9,22.75,54.17,5.61,597.27,Potato,POTATO,Synthetic_Augmentation
101.17,39.19,53.26,15.58,80.56,6.73,423.97,Potato,POTATO,Synthetic_Augmentation
51.98,57.93,62.6,22.76,65.21,7.31,572.69,Potato,POTATO,Synthetic_Augmentation
97.54,32.7,116.47,27.75,75.87,6.16,532.0,Potato,POTATO,Synthetic_Augmentation
106.88,66.82,57.76,20.87,66.2,7.07,810.31,Potato,POTATO,Synthetic_Augmentation
95.02,62.49,61.64,19.83,51.6,6.97,659.8,Potato,POTATO,Synthetic_Augmentation
80.68,42.27,56.75,22.64,58.14,5.16,860.5,Potato,POTATO,Synthetic_Augmentation
76.35,49.01,74.51,25.6,61.23,6.9,963.73,Potato,POTATO,Synthetic_Augmentation
96.26,51.58,99.82,20.95,64.5,6.31,590.63,Potato,POTATO,Synthetic_Augmentation
57.3,50.74,49.91,20.34,69.49,7.33,421.73,Potato,POTATO,Synthetic_Augmentation
93.5,52.89,41.62,18.24,54.15,5.54,564.74,Potato,POTATO,Synthetic_Augmentation
78.09,56.45,40.08,17.1,53.27,6.37,597.44,Potato,POTATO,Synthetic_Augmentation
88.39,41.09,41.94,27.24,53.79,5.32,487.93,Potato,POTATO,Synthetic_Augmentation
118.69,60.88,88.82,27.83,53.1,7.44,522.41,Potato,POTATO,Synthetic_Augmentation
93.62,51.0,70.72,27.11,55.22,7.49,627.48,Potato,POTATO,Synthetic_Augmentation
95.41,78.4,44.61,27.0,69.87,6.76,489.51,Potato,POTATO,Synthetic_Augmentation
87.34,63.68,76.5,17.01,58.54,7.14,420.68,Potato,POTATO,Synthetic_Augmentation
99.62,79.97,40.6,17.09,73.6,5.15,753.87,Potato,POTATO,Synthetic_Augmentation
97.88,59.41,69.21,24.06,70.8,5.52,737.88,Potato,POTATO,Synthetic_Augmentation
111.73,63.34,77.74,19.18,53.01,5.61,406.71,Potato,POTATO,Synthetic_Augmentation
119.06,41.12,105.19,17.19,59.93,6.05,594.64,Potato,POTATO,Synthetic_Augmentation
105.88,77.88,110.02,17.0,77.18,5.37,948.03,Potato,POTATO,Synthetic_Augmentation
86.25,46.82,52.56,15.15,58.68,7.29,878.36,Potato,POTATO,Synthetic_Augmentation
117.89,35.04,87.37,18.34,69.0,5.8,570.08,Potato,POTATO,Synthetic_Augmentation
90.17,39.17,77.53,23.46,54.49,7.33,703.43,Potato,POTATO,Synthetic_Augmentation
107.37,62.7,96.8,24.31,80.63,6.53,566.93,Potato,POTATO,Synthetic_Augmentation
56.97,60.31,45.31,18.14,52.12,6.37,496.2,Potato,POTATO,Synthetic_Augmentation
92.73,69.54,105.75,19.02,69.21,6.41,683.73,Potato,POTATO,Synthetic_Augmentation
95.86,40.5,118.34,16.28,79.02,6.49,546.91,Potato,POTATO,Synthetic_Augmentation
102.2,34.22,101.95,22.67,53.88,5.2,850.5,Potato,POTATO,Synthetic_Augmentation
70.51,74.47,100.97,24.08,59.75,6.77,968.89,Potato,POTATO,Synthetic_Augmentation
56.41,46.31,58.77,20.11,75.98,6.19,742.44,Potato,POTATO,Synthetic_Augmentation
71.99,37.06,61.35,26.18,71.08,5.94,873.94,Potato,POTATO,Synthetic_Augmentation
54.51,42.69,58.41,27.81,74.71,6.54,402.99,Potato,POTATO,Synthetic_Augmentation
62.9,61.78,70.38,27.02,76.77,6.12,849.71,Potato,POTATO,Synthetic_Augmentation
118.28,53.05,91.4,26.94,58.7,7.22,458.53,Potato,POTATO,Synthetic_Augmentation
95.39,69.14,89.17,21.44,71.61,5.38,529.34,Potato,POTATO,Synthetic_Augmentation
68.89,59.89,75.35,18.18,80.9,5.93,667.62,Potato,POTATO,Synthetic_Augmentation
78.68,39.1,98.53,20.83,50.57,7.41,889.46,Potato,POTATO,Synthetic_Augmentation
100.65,73.45,112.54,19.39,71.38,6.52,560.38,Potato,POTATO,Synthetic_Augmentation
65.54,35.7,92.75,25.15,76.63,5.79,523.16,Potato,POTATO,Synthetic_Augmentation
81.75,57.34,113.53,26.37,82.06,7.13,978.75,Potato,POTATO,Synthetic_Augmentation
82.58,32.37,46.68,20.07,59.02,5.42,971.92,Potato,POTATO,Synthetic_Augmentation
63.68,77.97,100.87,23.33,73.66,5.83,787.86,Potato,POTATO,Synthetic_Augmentation
63.07,76.89,64.14,18.32,74.89,6.64,670.78,Potato,POTATO,Synthetic_Augmentation
94.27,37.97,93.87,18.52,59.55,5.41,599.43,Potato,POTATO,Synthetic_Augmentation
73.19,52.71,55.23,17.51,68.96,5.32,813.34,Potato,POTATO,Synthetic_Augmentation
116.08,51.34,112.09,16.28,51.5,6.8,856.61,Potato,POTATO,Synthetic_Augmentation
109.01,32.84,102.15,19.9,60.62,5.43,997.61,Potato,POTATO,Synthetic_Augmentation
54.46,71.35,91.16,24.56,74.91,7.15,510.28,Potato,POTATO,Synthetic_Augmentation
50.06,59.93,68.31,16.61,56.51,5.83,442.14,Potato,POTATO,Synthetic_Augmentation
53.98,75.8,64.97,27.77,83.75,5.36,828.95,Potato,POTATO,Synthetic_Augmentation
92.06,64.53,47.7,17.45,52.68,6.51,991.95,Potato,POTATO,Synthetic_Augmentation
97.04,65.54,118.77,23.81,51.41,7.17,618.81,Potato,POTATO,Synthetic_Augmentation
50.31,55.36,114.96,18.35,67.2,5.43,434.62,Potato,POTATO,Synthetic_Augmentation
55.64,66.35,109.13,16.86,60.09,5.49,416.11,Potato,POTATO,Synthetic_Augmentation
88.74,65.0,91.83,20.04,69.43,5.24,492.58,Potato,POTATO,Synthetic_Augmentation
115.23,68.08,113.82,26.92,72.73,7.32,650.02,Potato,POTATO,Synthetic_Augmentation
50.25,33.13,48.76,16.24,62.31,6.75,874.39,Potato,POTATO,Synthetic_Augmentation
91.31,37.32,99.83,19.61,50.45,5.7,598.36,Potato,POTATO,Synthetic_Augmentation
69.2,70.59,100.79,24.04,54.87,7.02,806.31,Potato,POTATO,Synthetic_Augmentation
63.64,62.4,78.68,20.71,53.92,6.3,459.96,Potato,POTATO,Synthetic_Augmentation
61.5,36.63,116.33,18.7,62.43,5.81,938.95,Potato,POTATO,Synthetic_Augmentation
89.41,75.96,63.99,16.49,69.47,5.86,881.14,Potato,POTATO,Synthetic_Augmentation
111.56,53.63,117.71,22.19,59.48,6.22,422.39,Potato,POTATO,Synthetic_Augmentation
106.28,35.07,64.7,22.35,51.5,5.2,817.67,Potato,POTATO,Synthetic_Augmentation
55.02,53.85,67.1,17.97,56.61,6.91,970.93,Potato,POTATO,Synthetic_Augmentation
59.81,77.98,87.58,23.34,74.85,6.76,891.89,Potato,POTATO,Synthetic_Augmentation
83.84,56.67,65.91,16.37,73.26,5.08,565.38,Potato,POTATO,Synthetic_Augmentation
56.6,39.54,91.1,23.17,64.74,5.23,660.02,Potato,POTATO,Synthetic_Augmentation
74.69,66.02,86.32,21.39,67.04,7.42,853.78,Potato,POTATO,Synthetic_Augmentation
84.79,53.96,42.12,27.25,61.17,5.64,999.65,Potato,POTATO,Synthetic_Augmentation
100.31,32.37,44.95,15.33,70.99,5.18,960.03,Potato,POTATO,Synthetic_Augmentation
115.58,57.3,89.33,18.79,52.24,6.84,461.07,Potato,POTATO,Synthetic_Augmentation
55.99,45.56,41.0,20.64,74.77,7.0,762.58,Potato,POTATO,Synthetic_Augmentation
109.28,50.33,107.9,21.58,57.81,7.36,564.98,Potato,POTATO,Synthetic_Augmentation
51.83,42.13,69.34,19.57,68.36,7.21,575.4,Potato,POTATO,Synthetic_Augmentation
86.45,47.01,105.74,17.05,53.62,6.26,803.13,Potato,POTATO,Synthetic_Augmentation
105.69,59.48,101.91,20.11,51.15,5.29,423.23,Potato,POTATO,Synthetic_Augmentation
73.03,54.77,68.51,22.29,66.82,6.69,800.18,Potato,POTATO,Synthetic_Augmentation
72.26,47.31,86.81,22.75,61.01,5.83,816.43,Potato,POTATO,Synthetic_Augmentation
95.32,36.75,75.28,26.61,51.27,7.14,497.91,Potato,POTATO,Synthetic_Augmentation
85.51,51.22,40.81,26.9,65.92,7.39,572.05,Potato,POTATO,Synthetic_Augmentation
110.64,76.12,84.55,17.63,73.98,6.37,966.72,Potato,POTATO,Synthetic_Augmentation
80.75,43.43,51.06,24.08,84.09,5.07,844.27,Potato,POTATO,Synthetic_Augmentation
114.89,33.74,48.81,24.0,72.68,5.17,900.65,Potato,POTATO,Synthetic_Augmentation
86.64,75.36,110.24,25.56,68.06,5.63,703.59,Potato,POTATO,Synthetic_Augmentation
57.06,62.94,50.72,21.65,51.9,5.75,539.25,Potato,POTATO,Synthetic_Augmentation
93.4,69.34,44.58,26.05,80.13,5.86,795.4,Potato,POTATO,Synthetic_Augmentation
78.18,37.71,82.29,16.12,80.75,7.31,892.97,Potato,POTATO,Synthetic_Augmentation
89.38,57.88,118.77,18.22,52.66,6.4,597.27,Potato,POTATO,Synthetic_Augmentation
72.56,30.35,87.7,18.43,56.58,5.1,618.62,Potato,POTATO,Synthetic_Augmentation
111.53,46.83,94.33,24.84,61.48,7.05,815.13,Potato,POTATO,Synthetic_Augmentation
89.15,30.05,42.81,27.88,77.38,7.34,941.38,Potato,POTATO,Synthetic_Augmentation
51.43,69.59,76.09,25.26,50.24,5.72,850.79,Potato,POTATO,Synthetic_Augmentation
105.51,60.99,64.1,19.03,83.84,6.1,668.28,Potato,POTATO,Synthetic_Augmentation
88.66,50.48,84.21,20.62,78.94,7.27,959.27,Potato,POTATO,Synthetic_Augmentation
89.5,52.11,96.42,25.9,69.7,6.75,849.84,Potato,POTATO,Synthetic_Augmentation
97.35,67.31,56.69,21.48,70.59,5.01,913.58,Potato,POTATO,Synthetic_Augmentation
92.7,36.46,105.31,24.32,76.54,5.98,912.52,Potato,POTATO,Synthetic_Augmentation
90.0,42.0,43.0,20.87974371,82.00274423,6.502985292,202.9355362,Rice,RICE,Original
85.0,58.0,41.0,21.77046169,80.31964408,7.038096361,226.6555374,Rice,RICE,Original
60.0,55.0,44.0,23.00445915,82.3207629,7.840207144,263.9642476,Rice,RICE,Original
74.0,35.0,40.0,26.49109635,80.15836264,6.980400905,242.8640342,Rice,RICE,Original
78.0,42.0,42.0,20.13017482,81.60487287,7.628472891,262.7173405,Rice,RICE,Original
69.0,37.0,42.0,23.05804872,83.37011772,7.073453503,251.0549998,Rice,RICE,Original
69.0,55.0,38.0,22.70883798,82.63941394,5.70080568,271.3248604,Rice,RICE,Original
94.0,53.0,40.0,20.27774362,82.89408619,5.718627178,241.9741949,Rice,RICE,Original
89.0,54.0,38.0,24.51588066,83.5352163,6.685346424,230.4462359,Rice,RICE,Original
68.0,58.0,38.0,23.22397386,83.03322691,6.336253525,221.2091958,Rice,RICE,Original
91.0,53.0,40.0,26.52723513,81.41753846,5.386167788,264.6148697,Rice,RICE,Original
90.0,46.0,42.0,23.97898217,81.45061596,7.50283396,250.0832336,Rice,RICE,Original
78.0,58.0,44.0,26.80079604,80.88684822,5.108681786,284.4364567,Rice,RICE,Original
93.0,56.0,36.0,24.01497622,82.05687182,6.98435366,185.2773389,Rice,RICE,Original
94.0,50.0,37.0,25.66585205,80.66385045,6.94801983,209.5869708,Rice,RICE,Original
60.0,48.0,39.0,24.28209415,80.30025587,7.042299069,231.0863347,Rice,RICE,Original
85.0,38.0,41.0,21.58711777,82.7883708,6.249050656,276.6552459,Rice,RICE,Original
91.0,35.0,39.0,23.79391957,80.41817957,6.970859754,206.2611855,Rice,RICE,Original
77.0,38.0,36.0,21.8652524,80.1923008,5.953933276,224.5550169,Rice,RICE,Original
88.0,35.0,40.0,23.57943626,83.58760316,5.85393208,291.2986618,Rice,RICE,Original
89.0,45.0,36.0,21.32504158,80.47476396,6.442475375,185.4974732,Rice,RICE,Original
76.0,40.0,43.0,25.15745531,83.11713476,5.070175667,231.3843163,Rice,RICE,Original
67.0,59.0,41.0,21.94766735,80.97384195,6.012632591,213.3560921,Rice,RICE,Original
83.0,41.0,43.0,21.0525355,82.67839517,6.254028451,233.1075816,Rice,RICE,Original
98.0,47.0,37.0,23.48381344,81.33265073,7.375482851,224.0581164,Rice,RICE,Original
66.0,53.0,41.0,25.0756354,80.52389148,7.778915154,257.0038865,Rice,RICE,Original
97.0,59.0,43.0,26.35927159,84.04403589,6.286500176,271.3586137,Rice,RICE,Original
97.0,50.0,41.0,24.52922681,80.54498576,7.070959995,260.2634026,Rice,RICE,Original
60.0,49.0,44.0,20.77576147,84.49774397,6.244841491,240.0810647,Rice,RICE,Original
84.0,51.0,35.0,22.30157427,80.64416466,6.043304899,197.9791215,Rice,RICE,Original
73.0,57.0,41.0,21.44653958,84.94375962,5.824709117,272.2017204,Rice,RICE,Original
92.0,35.0,40.0,22.17931888,80.33127223,6.357389366,200.0882787,Rice,RICE,Original
85.0,37.0,39.0,24.52783742,82.73685569,6.364134968,224.6757231,Rice,RICE,Original
98.0,53.0,38.0,20.26707606,81.63895217,5.01450727,270.4417274,Rice,RICE,Original
88.0,54.0,44.0,25.7354293,83.88266234,6.149410611,233.1321372,Rice,RICE,Original
95.0,55.0,42.0,26.79533926,82.1480873,5.950660556,193.3473987,Rice,RICE,Original
99.0,57.0,35.0,26.75754171,81.17734011,5.960370061,272.2999056,Rice,RICE,Original
95.0,39.0,36.0,23.86330467,83.15250801,5.561398642,285.2493645,Rice,RICE,Original
60.0,43.0,44.0,21.01944696,82.95221726,7.416245107,298.4018471,Rice,RICE,Original
63.0,44.0,41.0,24.17298839,83.7287574,5.583370042,257.0343554,Rice,RICE,Original
62.0,42.0,36.0,22.78133816,82.06719137,6.430010215,248.7183228,Rice,RICE,Original
64.0,45.0,43.0,25.62980105,83.52842314,5.534878156,209.9001977,Rice,RICE,Original
83.0,60.0,36.0,25.59704938,80.14509262,6.903985986,200.834898,Rice,RICE,Original
82.0,40.0,40.0,23.83067496,84.81360127,6.271478838,298.5601175,Rice,RICE,Original
85.0,52.0,45.0,26.31355498,82.36698992,7.224285503,265.5355937,Rice,RICE,Original
91.0,35.0,38.0,24.8972823,80.52586088,6.13428721,183.6793207,Rice,RICE,Original
76.0,49.0,42.0,24.958779,84.47963372,5.206373153,196.9560008,Rice,RICE,Original
74.0,39.0,38.0,23.24113501,84.59201843,7.782051313,233.0453455,Rice,RICE,Original
79.0,43.0,39.0,21.66628296,80.70960551,7.062779015,210.8142087,Rice,RICE,Original
88.0,55.0,45.0,24.63544858,80.41363018,7.730367824,253.7202781,Rice,RICE,Original
60.0,36.0,43.0,23.43121862,83.06310136,5.286203711,219.9048349,Rice,RICE,Original
76.0,60.0,39.0,20.0454142,80.3477562,6.766240045,208.5810155,Rice,RICE,Original
93.0,56.0,42.0,23.85724032,82.22572988,7.382762603,195.0948311,Rice,RICE,Original
65.0,60.0,43.0,21.97199397,81.89918197,5.658169482,227.3637009,Rice,RICE,Original
95.0,52.0,36.0,26.22916897,83.83625819,5.543360238,286.5083725,Rice,RICE,Original
75.0,38.0,39.0,23.44676801,84.79352417,6.215109715,283.9338466,Rice,RICE,Original
74.0,54.0,38.0,25.65553461,83.47021081,7.120272972,217.3788583,Rice,RICE,Original
91.0,36.0,45.0,24.44345477,82.45432595,5.950647577,267.9761948,Rice,RICE,Original
71.0,46.0,40.0,20.2801937,82.1235421,7.236705436,191.9535738,Rice,RICE,Original
99.0,55.0,35.0,21.7238313,80.2389895,6.501697816,277.9626192,Rice,RICE,Original
